ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap,data_confidence,momentum_20d,momentum_5d,volume_ratio,rs_vs_iwm,bb_width,above_sma20,pct_vs_sma20,above_sma50,pct_vs_sma50,atr_pct,last_range_pct,low_vol,near_high,vol_5_50,breakout_session,breakout_move_pct,earnings_sessions_ago,post_earnings_move_pct,latest_price,avg_dollar_volume,gate_fail,review_flag,target_upside,rank_low_vol,rank_near_high,rank_squeeze,rank_vol_5_50,rank_vol_ratio,rank_vs_sma50,mom_rank,composite_score,composite_legacy,composite_dedup
ASPI,ASP Isotopes Inc,Basic Materials,Specialty Chemicals,,,73.38,327.51,-5.21,-0.4699999999999999,18.62,-57.66,-30.43,3.66,-79.02,1.0,3900000.0,3.19,3.04,Jun 03,13.0,466060000.0,HIGH,-24.0,-4.7,3.08,-18.71,0.4145,False,-18.18,False,-23.57,7.951,9.375,-4.5076,-59.6,1.432,,,,,3.04,14581677.0,,,327.6,0.14411027568922305,0.03759398496240601,0.07268170426065168,0.7418546365914787,0.8427318295739349,0.06015037593984962,0.06516290726817042,0.3165,0.3007,0.4472
IMSR,Terrestrial Energy Inc,Utilities,Utilities - Regulated Electric,,,-524.4,,0.0,19.0,10.01,-51.12,-32.03,2.46,-86.79,1.0,1690000.0,2.6,4.16,Aug 11/b,10.0,440710000.0,HIGH,-25.31,-7.04,3.19,-20.02,0.3779,False,-17.06,False,-20.13,7.064,6.37,-5.3076,-42.97,1.297,26.0,-28.4,28.0,-23.67,4.16,6692348.0,,,140.4,0.09649122807017543,0.11654135338345864,0.09398496240601506,0.6347117794486216,0.8590225563909775,0.09649122807017543,0.05075187969924812,0.3162,0.3062,0.4217
SHLS,Shoals Technologies Group Inc,Technology,Solar,40.45,13.76,-13.66,47.39,-1.9,-7.1,8.48,-27.060000000000002,25.83,1.85,-42.34,1.68,5420000.0,1.25,7.6,Aug 04/b,11.58,1280000000.0,HIGH,7.12,7.8,1.4,12.41,0.1528,True,6.87,False,-8.7,5.781,6.974,-4.2832,-34.96,0.977,47.0,-29.37,33.0,-17.57,7.6,34688611.0,,,52.4,0.16666666666666666,0.19799498746867167,0.6027568922305764,0.28132832080200504,0.2543859649122807,0.38847117794486213,0.9273182957393483,0.3153,0.6281,0.2727
RLMD,Relmada Therapeutics Inc,Healthcare,Biotechnology,,,61.35,,2.97,17.0,14.66,-38.78,-34.08,0.5,-48.5,1.0,1720000.0,1.2,4.12,Aug 06/a,10.75,439480000.0,HIGH,-11.02,-7.21,1.67,-5.73,0.1596,False,-6.05,False,-15.74,5.687,2.67,-3.4328,-41.97,1.006,,,30.0,-16.6,4.12,5385296.0,,,160.9,0.30200501253132833,0.12781954887218044,0.5776942355889725,0.30952380952380953,0.40225563909774437,0.16917293233082706,0.33959899749373434,0.3147,0.4298,0.2957
LINC,Lincoln Educational Services Corp,Consumer Defensive,Education & Training Services,34.9,24.55,24.55,22.4,-10.32,7.1,7.22,-47.62,-33.76,0.82,-54.97,1.0,834360.0,0.84,25.37,Aug 10/b,50.67,804770000.0,HIGH,-1.36,1.6,0.84,3.93,0.0722,True,0.99,False,-24.44,4.578,2.917,-2.0021,-54.97,0.682,54.0,-51.52,29.0,-17.55,25.37,21081739.0,,,99.7,0.7117794486215538,0.05513784461152882,0.931704260651629,0.06516290726817042,0.06453634085213032,0.05764411027568922,0.7575187969924813,0.3143,0.6019,0.2248
AEO,American Eagle Outfitters Inc,Consumer Cyclical,Apparel Retail,7.71,7.84,74.24,7.53,-0.15,-0.37,11.6,-15.439999999999998,-13.94,1.28,-47.08,2.93,5430000.0,1.28,15.06,Sep 09/a,18.36,2520000000.0,HIGH,-6.86,-2.4,0.9,-1.57,0.2475,False,-7.0,False,-10.22,5.156,2.058,-4.1131,-18.77,1.094,29.0,-16.19,7.0,3.65,15.06,122664682.0,,,21.9,0.18421052631578946,0.5670426065162907,0.3057644110275689,0.4091478696741855,0.08333333333333333,0.33521303258145363,0.5150375939849624,0.3141,0.3227,0.253
WOOF,Petco Health and Wellness Co Inc,Consumer Cyclical,Specialty Retail,22.93,9.25,172.19,0.05,-0.32,0.91,13.12,-9.92,-24.36,1.58,-40.4,3.08,2020000.0,1.34,2.36,Sep 02/a,3.43,675950000.0,HIGH,-16.9,-2.88,0.93,-11.61,0.2594,False,-8.56,False,-11.79,6.755,1.695,-2.7859,-26.71,1.071,34.0,-15.41,11.0,-6.35,2.36,7422323.0,,,45.3,0.5,0.35463659147869675,0.27694235588972427,0.38095238095238093,0.09210526315789473,0.2744360902255639,0.16165413533834586,0.3132,0.1754,0.3119
UPST,Upstart Holdings Inc,Financial,Credit Services,45.52,13.5,185.5,41.75,0.52,0.67,31.17,-22.91,-6.61,2.42,-64.98,2.17,4190000.0000000005,1.52,25.0,Aug 04/a,39.24,2430000000.0,HIGH,-17.49,-4.21,1.61,-12.2,0.309,False,-9.28,False,-12.97,4.211,1.72,-2.711,-32.25,1.023,56.0,-29.44,32.0,-17.22,25.0,108582205.0,,REVIEW,57.0,0.5213032581453634,0.2474937343358396,0.1791979949874687,0.32957393483709274,0.37155388471177947,0.22932330827067668,0.14223057644110276,0.3131,0.2221,0.3629
BKSY,BlackSky Technology Inc,Industrials,Specialty Business Services,,,57.31,50.080000000000005,-2.68,24.64,19.4,-25.25,-15.45,2.69,-59.02,1.29,1180000.0,1.65,21.67,Aug 06/b,38.71,886840000.0,HIGH,-21.91,4.18,2.1,-16.62,0.3594,False,-4.18,False,-11.01,6.41,9.834,-4.0645,-33.1,1.119,28.0,-24.26,31.0,-13.94,21.67,20612864.0,,,78.6,0.19423558897243107,0.23057644110275688,0.11403508771929827,0.43796992481203006,0.5808270676691729,0.29949874686716793,0.08020050125313283,0.3095,0.2405,0.3781
RXT,Rackspace Technology Inc,Technology,Software - Infrastructure,,27.97,-17.86,0.57,-0.63,13.320000000000002,27.02,-47.37,112.29,3.09,-55.81,3.0,11060000.0,1.34,3.8,Aug 10/a,4.77,968520000.0,HIGH,14.46,8.88,1.94,19.75,0.2829,True,14.73,False,-2.51,7.143,7.632,-5.4374,-50.9,1.032,2.0,9.2,28.0,-12.64,3.8,25644746.0,,,25.5,0.08646616541353383,0.06641604010025062,0.21303258145363413,0.3408521303258145,0.5087719298245614,0.6340852130325815,0.9786967418546366,0.3083,0.608,0.3925
AMPX,Amprius Technologies Inc,Industrials,Electrical Equipment & Parts,,202.13,32.31,125.87000000000002,-17.89,9.08,17.0,-41.25,-50.29,2.35,-60.78,1.0,5980000.0,0.81,9.5,Aug 04/a,23.7,1390000000.0,HIGH,-8.12,3.6,1.13,-2.83,0.1708,False,-2.61,False,-8.04,4.959,6.842,-3.2118,-34.84,0.845,25.0,-20.44,32.0,-12.12,9.5,41981603.0,,,149.5,0.37092731829573933,0.20300751879699247,0.5388471177944862,0.17418546365914786,0.14411027568922305,0.4166666666666667,0.47368421052631576,0.308,0.3944,0.2765
COUR,Coursera Inc,Consumer Defensive,Education & Training Services,,6.12,-617.71,59.589999999999996,-5.73,34.58,8.89,-5.79,-16.56,1.25,-59.089999999999996,1.67,6180000.0,1.08,5.04,Jul 29/a,8.17,1330000000.0,HIGH,-16.0,-7.01,1.43,-10.71,0.3405,False,-12.5,False,-11.55,4.546,3.075,-2.8543,-24.04,0.942,16.0,-16.83,36.0,-4.36,5.04,26766667.0,,,62.1,0.4824561403508772,0.41353383458646614,0.1378446115288221,0.2518796992481203,0.27130325814536344,0.2869674185463659,0.19172932330827067,0.3073,0.1994,0.3232
NEOV,NeoVolta Inc,Industrials,Electrical Equipment & Parts,,,-74.94,0.48,1.21,14.85,9.28,22.66,-5.54,-0.36,-52.17,1.5,2140000.0,0.68,3.41,Sep 23/a,9.75,200720000.0,HIGH,2.1,-4.48,0.87,7.39,0.3043,False,-5.05,True,13.16,10.159,6.305,-8.103,-21.61,0.807,14.0,2.1,,,3.41,6319827.0,,,185.9,0.02506265664160401,0.47368421052631576,0.18295739348370932,0.13784461152882205,0.07330827067669173,0.9473684210526315,0.8609022556390977,0.3067,0.4212,0.2959
SLS,SELLAS Life Sciences Group Inc,Healthcare,Biotechnology,,,24.18,,0.0,11.08,29.01,42.73,120.96000000000001,2.58,-27.63,1.0,8440000.0,1.73,11.49,Aug 11/a,32.5,2320000000.0,HIGH,-25.68,-2.05,1.82,-20.39,0.3852,False,-13.27,False,-8.06,8.013,6.266,-6.8572,-27.64,1.148,20.0,-14.25,27.0,3.98,11.49,106220802.0,,,182.9,0.043859649122807015,0.33458646616541354,0.0914786967418546,0.47619047619047616,0.4692982456140351,0.41228070175438597,0.046365914786967416,0.3046,0.1868,0.3504
LEU,Centrus Energy Corp,Energy,Uranium,66.26,50.38,-51.88,13.98,-0.04,13.100000000000001,27.67,-24.12,-29.189999999999998,1.53,-68.72,1.88,764370.0,2.0,145.23,Aug 05/a,242.93,2970000000.0,HIGH,-22.03,-0.7,1.96,-16.74,0.4153,False,-14.02,False,-15.72,6.838,5.667,-5.3952,-30.37,1.363,16.0,-22.6,31.0,-18.42,145.23,129193401.0,,,67.3,0.09022556390977443,0.2869674185463659,0.0714285714285714,0.6879699248120301,0.5175438596491229,0.17042606516290726,0.07644110275689223,0.3041,0.2073,0.3665
SUJA,Suja Life Inc,Consumer Defensive,Beverages - Non-Alcoholic,,19.37,,,13.100000000000001,38.02,12.85,-7.55,,,-53.63,1.8,579130.0,2.29,8.57,Aug 04/a,18.0,331020000.0,HIGH,11.59,-4.25,2.08,16.88,0.304,False,-8.23,False,-3.56,8.026,5.368,-5.4825,-28.16,0.69,10.0,-15.9,32.0,39.58,8.57,5906090.0,,,110.0,0.07894736842105263,0.3283208020050125,0.1842105263157895,0.07017543859649122,0.5739348370927319,0.5864661654135338,0.968671679197995,0.3037,0.6149,0.3274
FBIO,Fortress Biotech Inc,Healthcare,Biotechnology,0.94,,-117.40000000000002,14.04,0.0,3.06,23.62,-16.05,-20.06,1.23,-44.59,1.0,565920.0,0.73,2.51,Aug 13/a,5.0,83710000.0,HIGH,-12.54,-0.79,1.29,-7.25,0.2099,False,-6.2,False,-14.64,3.5,3.984,-1.8136,-34.64,0.498,48.0,-23.94,25.0,-14.33,2.51,863947.0,,,99.2,0.7781954887218046,0.20802005012531327,0.3984962406015038,0.03007518796992481,0.20676691729323307,0.18421052631578946,0.2706766917293233,0.301,0.2898,0.2998
SEZL,Sezzle Inc,Financial,Credit Services,25.34,17.46,51.019999999999996,51.65,-0.91,9.06,25.81,-28.62,75.95,6.71,-40.45,1.86,644300.0,0.75,116.55,Aug 06/a,168.0,3920000000.0,HIGH,-2.15,-4.13,1.24,3.14,0.1111,False,-2.67,False,-16.67,4.52,3.934,-2.8193,-40.45,0.621,47.0,-36.1,30.0,-1.25,116.55,46258446.0,,REVIEW,44.1,0.4899749373433584,0.14160401002506265,0.7907268170426065,0.04887218045112782,0.18295739348370926,0.15162907268170425,0.7255639097744361,0.301,0.5823,0.2184
UUUU,Energy Fuels Inc,Energy,Uranium,,77.36,-34.98,496.11,0.9199999999999999,4.52,20.77,-29.350000000000005,-34.71,1.77,-58.06,1.0,7660000.0,1.45,11.7,Aug 05/a,25.77,3100000000.0,HIGH,-22.72,-5.19,1.62,-17.43,0.4001,False,-16.29,False,-12.32,5.989,5.897,-3.9874,-29.09,1.224,18.0,-21.37,31.0,-5.95,11.7,94370589.0,,,120.3,0.20676691729323307,0.3107769423558897,0.08208020050125309,0.5708020050125313,0.37719298245614036,0.2543859649122807,0.07393483709273183,0.3003,0.1674,0.3523
QNRX,Quoin Pharmaceuticals Ltd ADR,Healthcare,Biotechnology,,,98.79,,,-3.95,,51.83,-14.529999999999998,1.51,-83.11,1.0,757760.0,0.02,7.06,Aug 14/b,22.2,14190000.0,HIGH,26.75,2.62,0.01,32.04,0.4949,True,8.97,True,31.49,9.088,6.374,-6.7348,-14.42,0.043,15.0,36.95,25.0,38.7,7.06,10300831.0,,,214.4,0.046365914786967416,0.7005012531328321,0.04761904761904767,0.007518796992481203,0.002506265664160401,0.9974937343358395,0.9924812030075187,0.3003,0.412,0.2635
GPGI,GPGI Inc,Industrials,Metal Fabrication,,9.52,167.96,,0.1,6.93,15.88,-16.92,-30.709999999999997,0.89,-55.27000000000001,3.0,1550000.0,1.58,11.98,Aug 06/b,15.0,3470000000.0,HIGH,-6.33,-7.7,1.39,-1.04,0.1911,False,-8.8,False,-12.64,6.21,6.511,-3.3705,-30.87,0.971,56.0,-24.42,31.0,-20.03,11.98,23395541.0,,,25.2,0.3157894736842105,0.2744360902255639,0.4385964912280702,0.2756892230576441,0.2474937343358396,0.24060150375939848,0.5294486215538847,0.2988,0.4176,0.2699
FOUR,Shift4 Payments Inc,Technology,Software - Infrastructure,62.71,6.17,-72.95,34.03,1.69,-2.74,24.64,-1.07,-7.08,1.37,-55.58,2.12,1730000.0,1.9,38.98,Aug 06/b,54.76,3080000000.0,HIGH,-18.67,-13.99,1.56,-13.38,0.2301,False,-11.15,False,-16.93,7.265,7.029,-4.0478,-32.07,1.166,38.0,-21.99,31.0,-10.1,38.98,92318856.0,,,40.5,0.19924812030075187,0.2543859649122807,0.3421052631578947,0.5081453634085213,0.34398496240601506,0.14160401002506265,0.12531328320802004,0.2982,0.256,0.2982
BFLY,Butterfly Network Inc,Healthcare,Medical Devices,,,11.49,39.47,-19.87,20.37,15.76,-11.46,98.49,2.06,-21.59,1.0,8109999.999999999,0.68,7.88,Jul 30/b,10.5,2140000000.0000002,HIGH,-17.49,6.34,1.22,-12.2,0.3511,False,-1.12,False,-1.31,6.818,6.079,-4.6376,-21.59,0.882,30.0,-5.06,36.0,10.99,7.88,36514990.0,,,33.2,0.13784461152882205,0.4755639097744361,0.12406015037593987,0.19799498746867167,0.17481203007518797,0.6791979949874687,0.14223057644110276,0.2982,0.1466,0.2975
OCGN,Ocugen Inc,Healthcare,Biotechnology,,,-45.35,8.38,-5.64,11.68,29.73,-14.52,-52.68000000000001,2.27,-61.1,1.0,7030000.0,2.1,1.06,Aug 06/b,12.08,359460000.0,HIGH,-23.74,0.0,1.93,-18.45,0.5404,False,-13.55,False,-17.57,7.325,8.019,-5.1412,-37.28,1.648,22.0,-20.9,31.0,-14.52,1.06,8541409.0,,,1039.6,0.10275689223057644,0.16290726817042606,0.040100250626566414,0.8464912280701754,0.506265664160401,0.13032581453634084,0.06766917293233082,0.2981,0.191,0.3965
MRAM,Everspin Technologies Inc,Technology,Semiconductors,,117.54,-404.36000000000007,41.93,-13.99,-2.31,19.13,-43.64,61.69,1.92,-70.33,1.0,1310000.0,1.17,15.28,Aug 05/a,25.67,372070000.0,HIGH,-10.7,3.73,1.74,-5.41,0.2446,False,-5.08,False,-5.52,5.56,3.01,-3.9579,-37.4,0.84,25.0,-9.21,31.0,-2.36,15.28,14283247.0,,,68.0,0.21428571428571427,0.16040100250626566,0.3101503759398496,0.16541353383458646,0.4323308270676692,0.5043859649122807,0.35526315789473684,0.2978,0.3648,0.3291
LEGN,Legend Biotech Corp ADR,Healthcare,Biotechnology,,29.54,125.11000000000001,51.64,-0.17,3.75,8.92,-36.95,-1.45,0.59,-53.04,1.82,2490000.0,1.18,17.61,Aug 11/b,46.89,3410000000.0,HIGH,-19.29,-4.96,1.49,-14.0,0.3198,False,-11.69,False,-15.62,5.31,3.719,-2.9597,-41.82,1.235,,,28.0,-14.76,17.61,38188302.0,,,166.3,0.43859649122807015,0.13032581453634084,0.15664160401002503,0.5833333333333334,0.30388471177944865,0.17293233082706766,0.11152882205513784,0.2976,0.1828,0.3747
KVYO,Klaviyo Inc,Technology,Software - Application,727.36,14.58,65.02,26.43,-3.17,-9.93,26.2,16.38,-17.41,0.68,-57.43000000000001,1.25,5940000.0,1.86,15.42,Aug 05/a,26.57,4390000000.0,HIGH,-15.88,-11.38,1.75,-10.59,0.3659,False,-14.13,False,-13.66,6.543,4.961,-4.4733,-26.27,1.181,16.0,-13.32,31.0,-7.83,15.42,112790243.0,,,72.3,0.15037593984962405,0.36215538847117795,0.10651629072681701,0.518170426065163,0.43859649122807015,0.20488721804511278,0.19924812030075187,0.2968,0.2432,0.328
REAL,Therealreal Inc,Consumer Cyclical,Luxury Goods,,40.19,-69.05,16.58,-3.44,-6.480000000000001,14.72,-24.1,2.49,2.81,-45.67,1.44,3110000.0,1.1,9.45,Aug 06/a,18.0,1150000000.0,HIGH,-15.02,-3.13,1.35,-9.73,0.2581,False,-6.85,False,-14.29,4.564,2.275,-2.0784,-31.62,0.785,31.0,-25.3,30.0,-23.17,9.45,25935595.0,,,90.5,0.6904761904761905,0.2644110275689223,0.2794486215538847,0.12218045112781954,0.22556390977443608,0.19172932330827067,0.21804511278195488,0.2956,0.2387,0.3075
AIRJ,AirJoule Technologies Corp,Industrials,Building Products & Equipment,,,-392.82,,-0.02,3.6000000000000005,17.81,-10.72,35.74,0.88,-35.85,1.33,1480000.0,0.89,4.33,Aug 13/a,9.55,317590000.0,HIGH,-13.75,4.34,1.35,-8.46,0.2573,False,-3.52,False,-8.38,4.672,5.196,-2.3563,-34.89,0.675,28.0,-26.98,25.0,-28.31,4.33,4392528.0,,,120.6,0.6027568922305765,0.19987468671679198,0.28195488721804507,0.06140350877192982,0.22556390977443608,0.39974937343358397,0.2518796992481203,0.2952,0.253,0.3224
NXH,Neighborhood Intelligence Inc,Consumer Cyclical,Internet Retail,,,-58.22999999999999,27.96,0.9199999999999999,6.21,14.9,-41.48,-27.41,2.99,-72.57,2.14,2490000.0,1.71,3.47,Aug 04/a,10.12,331380000.0,HIGH,-16.39,-4.14,1.8,-11.1,0.2596,False,-7.79,False,-21.32,6.443,5.476,-3.3221,-49.27,1.195,,,32.0,-24.89,3.47,8765031.0,,,191.6,0.3283208020050125,0.08020050125313283,0.2756892230576441,0.5363408521303258,0.4592731829573935,0.08145363408521303,0.18045112781954886,0.2935,0.2927,0.3513
FRMI,Fermi Inc,Real Estate,REIT - Specialty,,76.95,-8000.0,,-4.47,40.87,18.22,-47.58,-36.72,,-86.54,1.44,18700000.0,2.54,4.98,Aug 13/b,14.67,3190000000.0,HIGH,-15.88,-1.39,2.84,-10.59,0.3195,False,-4.76,False,-15.71,6.966,3.213,-5.3548,-50.4,1.133,27.0,-30.06,26.0,-24.55,4.98,86204314.0,,,194.6,0.09398496240601503,0.07017543859649122,0.1578947368421053,0.46616541353383456,0.7982456140350878,0.17167919799498746,0.19924812030075187,0.293,0.3665,0.3825
PTLO,Portillos Inc,Consumer Cyclical,Restaurants,19.56,15.89,-23.84,5.57,1.9799999999999998,-8.65,14.92,-11.97,-32.68,1.58,-45.1,2.33,1280000.0,1.18,3.75,Aug 05/a,6.22,284790000.0,HIGH,-24.55,-7.64,1.17,-19.26,0.3679,False,-13.69,False,-17.07,4.608,3.333,-3.0463,-28.44,1.287,26.0,-21.22,31.0,-14.38,3.75,5544179.0,,,65.9,0.40852130325814534,0.3233082706766917,0.10526315789473684,0.6234335839598998,0.15726817042606517,0.13533834586466165,0.05889724310776942,0.2922,0.1023,0.3311
WSC,WillScot Holdings Corp,Industrials,Rental & Leasing Services,,14.03,-1.11,3.92,-3.29,-2.89,7.49,-37.0,6.950000000000001,1.39,-38.97,2.56,2490000.0,1.71,18.17,Aug 06/a,29.56,3290000000.0,HIGH,-17.93,-1.68,1.53,-12.64,0.2796,False,-8.28,False,-20.95,3.694,2.256,-2.067,-38.97,0.974,,,30.0,-25.44,18.17,55740513.0,,,62.7,0.6942355889724311,0.14661654135338345,0.22180451127819545,0.2775689223057644,0.3258145363408521,0.08395989974937343,0.13283208020050125,0.2917,0.2174,0.3454
ANNX,Annexon Inc,Healthcare,Biotechnology,,,19.92,,2.63,15.509999999999998,19.45,-13.669999999999998,-22.95,1.33,-41.09,1.36,3620000.0,1.37,4.23,Aug 12/b,15.5,801920000.0,HIGH,-16.57,7.09,1.7,-11.28,0.4096,False,-8.32,False,-16.78,5.336,4.255,-3.3224,-35.71,1.227,47.0,-23.78,27.0,-20.64,4.23,13099059.0,,,266.4,0.32706766917293234,0.18796992481203006,0.0764411027568922,0.5745614035087719,0.41290726817042606,0.14661654135338345,0.17418546365914786,0.2876,0.2165,0.3653
FNKO,Funko Inc,Consumer Cyclical,Leisure,,22.19,135.94,7.37,-1.31,-1.52,13.06,-1.82,53.28000000000001,0.96,-26.8,1.5,1030000.0,1.76,5.38,Aug 06/a,7.94,301750000.0,HIGH,-17.23,-1.1,1.54,-11.94,0.4176,False,-9.83,False,-9.1,5.365,5.297,-3.9607,-26.8,1.064,15.0,-20.18,30.0,1.89,5.38,7029760.0,,,47.6,0.21303258145363407,0.35213032581453635,0.06892230576441105,0.37406015037593987,0.3333333333333333,0.37593984962406013,0.15413533834586465,0.2862,0.1823,0.3241
OUST,Ouster Inc,Technology,Electronic Components,,4673.33,27.46,55.86,-28.720000000000002,9.52,9.99,-24.74,66.43,3.25,-45.05,1.43,3550000.0,0.7,35.05,Aug 06/a,58.5,2530000000.0,HIGH,-8.77,4.75,1.26,-3.48,0.1581,False,-0.81,False,-8.91,5.022,6.006,-3.3055,-45.05,0.773,25.0,-22.34,30.0,-19.24,35.05,68954995.0,,,66.9,0.33458646616541354,0.10275689223057644,0.5864661654135339,0.11340852130325814,0.19486215538847118,0.38345864661654133,0.4442355889724311,0.2859,0.4121,0.2566
ICHR,Ichor Holdings Ltd,Technology,Semiconductor Equipment & Materials,,16.77,109.98999999999998,22.68,-12.619999999999997,3.6000000000000005,6.73,-44.43,7.200000000000001,1.81,-51.74999999999999,1.38,965170.0,1.54,54.8,Aug 03/a,98.88,2049999999.9999998,HIGH,-8.97,6.66,2.25,-3.68,0.2054,False,-0.76,False,-19.8,5.385,2.993,-4.0519,-51.75,0.986,,,33.0,-23.11,54.8,36233566.0,,,80.4,0.19674185463659147,0.06390977443609022,0.4078947368421053,0.287593984962406,0.6447368421052632,0.10526315789473684,0.43358395989974935,0.2844,0.4892,0.3086
LMND,Lemonade Inc,Financial,Insurance - Property & Casualty,,,5.69,104.93999999999998,-1.26,2.45,14.66,-19.97,-27.04,1.86,-52.86,2.83,1320000.0,0.99,47.09,Jul 29/b,59.22,3640000000.0,HIGH,-11.77,-5.88,1.39,-6.48,0.1832,False,-8.58,False,-14.59,4.344,5.128,-2.5717,-42.03,0.769,11.0,-11.39,37.0,-0.61,47.09,48010297.0,,,25.8,0.5513784461152882,0.12406015037593984,0.4799498746867168,0.10902255639097744,0.2474937343358396,0.18796992481203006,0.30200501253132833,0.2833,0.339,0.274
ACMR,ACM Research Inc,Technology,Semiconductor Equipment & Materials,32.54,21.64,180.57,36.01,-2.79,7.17,6.83,-37.64,47.02,2.11,-46.14,1.25,1180000.0,1.35,68.51,Aug 07/b,121.71,4770000000.0,HIGH,-13.73,2.47,1.89,-8.44,0.2778,False,-5.78,False,-13.43,6.022,2.438,-3.7554,-46.14,1.113,,,30.0,-13.26,68.51,60751874.0,,,77.7,0.23809523809523808,0.09837092731829573,0.22556390977443608,0.43358395989974935,0.4931077694235589,0.2098997493734336,0.2531328320802005,0.2831,0.3169,0.3437
AIB,AIB Data Centers Inc,Technology,Software - Infrastructure,,,98.74,2317.48,0.0,180.99,0.98,-34.82,-40.41,4.92,-76.75,1.0,1130000.0,1.88,1.46,Aug 14/b,5.88,110930000.0,HIGH,4.29,9.77,1.99,9.58,0.375,True,12.87,False,-8.18,8.708,6.164,-7.1711,-38.66,1.141,1.0,4.29,25.0,-19.78,1.46,1379717.0,,,302.7,0.03508771929824561,0.15037593984962405,0.09899749373433586,0.47368421052631576,0.5350877192982456,0.40476190476190477,0.8897243107769424,0.283,0.5461,0.3622
WEN,Wendy's Co,Consumer Cyclical,Restaurants,10.21,12.78,-40.35,1.72,0.0,-7.539999999999999,27.69,-0.88,-4.53,0.41,-33.4,3.07,16190000.000000002,1.0,6.74,Aug 07/b,7.8,1290000000.0,HIGH,-25.19,-11.66,2.26,-19.9,0.3491,False,-15.16,False,-14.18,4.61,6.528,-4.0686,-28.68,0.896,18.0,-23.76,30.0,-8.8,6.74,55900575.0,,,15.7,0.19172932330827067,0.31954887218045114,0.12656641604010022,0.21177944862155387,0.6484962406015038,0.19548872180451127,0.05513784461152882,0.2823,0.2546,0.3119
VECO,Veeco Instruments Inc,Technology,Semiconductor Equipment & Materials,117.3,13.49,-9.8,16.48,-37.19,4.43,9.52,-46.37,36.01,1.39,-50.690000000000005,2.4,957180.0,0.87,42.72,Aug 05/a,67.25,2610000000.0,HIGH,-10.74,4.45,1.65,-5.45,0.2041,False,-3.16,False,-12.46,4.966,3.277,-3.3305,-44.08,0.869,,,31.0,-17.23,42.72,22039252.0,,,57.4,0.32456140350877194,0.10776942355889724,0.4135338345864662,0.19172932330827067,0.39285714285714285,0.24686716791979949,0.35213032581453635,0.2796,0.3828,0.289
SHAZ,SharonAI Holdings Inc,Technology,Information Technology Services,,,-1144.5,,0.0,42.37,7.59,-37.91,125.02,,-67.66,1.0,1940000.0,1.12,57.56,Aug 06/b,116.9,2060000000.0,HIGH,-2.56,10.88,1.43,2.73,0.2184,True,2.69,False,-3.42,8.062,3.475,-5.2731,-36.42,0.843,26.0,-15.92,31.0,10.37,57.56,84006109.0,,,103.1,0.09774436090225563,0.17794486215538846,0.368421052631579,0.16979949874686717,0.27130325814536344,0.5908521303258145,0.7105263157894737,0.2793,0.4761,0.2824
RARE,Ultragenyx Pharmaceutical Inc,Healthcare,Biotechnology,,,22.67,28.53,-0.42,1.2,19.07,-47.12,-28.939999999999998,0.36,-63.62,2.05,3490000.0,3.82,14.51,Aug 04/a,26.79,1430000000.0,HIGH,-43.83,6.61,2.19,-38.54,1.2352,False,-25.68,False,-40.16,12.063,6.892,-10.5713,-60.32,2.364,55.0,-55.19,32.0,-41.8,14.51,101486872.0,,,84.6,0.012531328320802004,0.03508771929824561,0.006265664160400974,0.9692982456140351,0.6083959899749374,0.016290726817042606,0.011278195488721804,0.2746,0.1889,0.4016
RR,Richtech Robotics Inc,Industrials,Specialty Industrial Machinery,,,-34.04,16.65,0.0,3.2400000000000007,25.24,-21.96,-25.45,-0.5,-77.52,3.0,6600000.0,0.84,1.67,Sep 02,2.0,375920000.0,HIGH,-1.76,2.45,0.93,3.53,0.262,False,-4.12,True,0.48,6.009,4.79,-6.3848,-24.26,0.7,18.0,3.09,,,1.67,10717593.0,,,19.8,0.05137844611528822,0.40977443609022557,0.2656641604010025,0.07581453634085213,0.09210526315789473,0.7512531328320802,0.7456140350877193,0.2743,0.4056,0.2426
AMBA,Ambarella Inc,Technology,Semiconductor Equipment & Materials,,62.46,67.66,13.209999999999999,-5.0,-2.1,10.37,-5.46,18.42,2.39,-31.59,1.83,1830000.0,0.78,66.15,Sep 03/a,91.33,2920000000.0,HIGH,-10.28,3.39,0.78,-4.99,0.1879,False,-1.91,False,-8.28,6.525,3.734,-3.4977,-29.63,0.829,30.0,-21.05,10.0,5.18,66.15,121937295.0,,,38.1,0.2844611528822055,0.2982456140350877,0.45112781954887216,0.15664160401002505,0.05325814536340852,0.4016290726817043,0.37343358395989973,0.2742,0.3007,0.224
RZLT,Rezolute Inc,Healthcare,Biotechnology,,,42.47,,0.06,0.93,20.75,-23.51,55.47,0.55,-66.48,1.4,1600000.0,1.58,3.84,May 12/a,7.67,369760000.0,HIGH,-24.56,-9.65,1.61,-19.27,0.3564,False,-14.32,False,-17.44,6.65,7.422,-3.7139,-31.85,1.167,20.0,-17.6,,,3.84,7106951.0,,,99.7,0.24310776942355888,0.2619047619047619,0.12030075187969924,0.5100250626566416,0.37155388471177947,0.13283208020050125,0.05764411027568922,0.2733,0.1706,0.3144
