date,horizon,signal,q,median,mean
2026-08-21,10,squeeze,3,-0.01733533294758094,-0.009826479433499378
2026-08-21,10,squeeze,4,-0.016797959171848453,-0.005861591045250655
2026-08-21,10,squeeze,5,-0.00397089953894042,-0.01051136449184118
2026-08-21,10,composite,1,-0.02325457141794146,-0.023450370001644467
2026-08-21,10,composite,2,-0.018946273348884046,-0.013787955657463054
2026-08-21,10,composite,3,-0.008433812878302804,-0.014453479207349254
2026-08-21,10,composite,4,-0.015457876358598688,-0.02181040783857131
2026-08-21,10,composite,5,0.0004802890449167041,0.007709697976864339
2026-08-21,10,mom5,1,-0.031898627185683814,-0.030825302834185626
2026-08-21,10,mom5,2,-0.003161824670161184,-0.011868162465861525
2026-08-21,10,mom5,3,-0.007279338068440722,-0.015090461777011689
2026-08-21,10,mom5,4,-0.010308839726653418,-0.002068546269899536
2026-08-21,10,mom5,5,-0.010334212345422589,-0.005943017935269217
2026-08-21,10,mom60_skip5,1,-0.025089582150498058,-0.025144734274359367
2026-08-21,10,mom60_skip5,2,-0.019329991691396153,-0.01631171508416514
2026-08-21,10,mom60_skip5,3,-0.008383568966606803,-0.005135360356186365
2026-08-21,10,mom60_skip5,4,-0.007680643983578095,-0.017309423298380987
2026-08-21,10,mom60_skip5,5,-0.003164528947236067,-0.0023487170600034043
2026-08-21,10,mom60_riskadj,1,-0.018018000602490147,-0.014927553214968118
2026-08-21,10,mom60_riskadj,2,-0.021318473109433855,-0.022320134402438328
2026-08-21,10,mom60_riskadj,3,-0.016311762317302414,-0.011668583249954574
2026-08-21,10,mom60_riskadj,4,-0.010009408391953634,-0.014838103330255018
2026-08-21,10,mom60_riskadj,5,0.00042177263888576455,-0.00254285438366663
2026-08-21,10,vol_5_50,1,-0.017711186885341346,-0.01978513928672018
2026-08-21,10,vol_5_50,2,-0.008995493567202306,-0.017678684576989217
2026-08-21,10,vol_5_50,3,-0.009498480353294259,-0.010082000131690926
2026-08-21,10,vol_5_50,4,-0.008791200038733793,-0.00603668555598098
2026-08-21,10,vol_5_50,5,-0.01388887601134181,-0.013014039583509779
2026-08-21,10,squeeze_own,1,-0.006897989623324996,-0.014455977242460926
2026-08-21,10,squeeze_own,2,-0.011250019073486328,-0.017947297689062062
2026-08-21,10,squeeze_own,3,-0.012148051534430881,-0.011376083301296734
2026-08-21,10,squeeze_own,4,-0.021343834959002606,-0.015044262843742266
2026-08-21,10,squeeze_own,5,-0.007307307738539159,-0.010729890026399208
2026-08-21,10,low_vol,1,-0.02555059332895232,-0.026692692351464757
2026-08-21,10,low_vol,2,-0.01819700009378078,-0.022811877604070364
2026-08-21,10,low_vol,3,-0.004761900436850985,-0.0014542011324286128
2026-08-21,10,low_vol,4,-0.013009726936699162,-0.009319388638678377
2026-08-21,10,low_vol,5,-0.004409468805876338,-0.005453610711451919
2026-08-21,10,near_high,1,-0.0351053532693667,-0.03760549134546838
