date,horizon,signal,partial_ic
2026-04-17,20,rule5,0.13324601284422108
2026-04-17,20,rule5_mom20,0.08065652637660711
2026-04-24,5,mom20,-0.025287272626498356
2026-04-24,5,vol_ratio,-0.04932238633395114
2026-04-24,5,squeeze,-0.010311394262449643
2026-04-24,5,composite,-0.08384570602324054
2026-04-24,5,mom5,0.06828057007171034
2026-04-24,5,mom60_skip5,-0.007696092900149398
2026-04-24,5,mom60_riskadj,-0.031768615625491
2026-04-24,5,vol_5_50,0.006347134692794936
2026-04-24,5,squeeze_own,-0.048415166206160536
2026-04-24,5,near_high,0.07716694913860328
2026-04-24,5,vs_sma50,0.07482815660289828
2026-04-24,5,vs_sma20,0.0431203495871517
2026-04-24,5,rule5,0.007188768517608069
2026-04-24,5,rule5_mom20,-0.0002957044093181137
2026-04-24,10,mom20,0.0775955636521146
2026-04-24,10,vol_ratio,0.047532289637358435
2026-04-24,10,squeeze,-0.03782312745193431
2026-04-24,10,composite,0.03006245599050014
2026-04-24,10,mom5,-0.018431474977223947
2026-04-24,10,mom60_skip5,-0.028339962362847738
2026-04-24,10,mom60_riskadj,-0.04271275726419768
2026-04-24,10,vol_5_50,0.06930401017223002
2026-04-24,10,squeeze_own,-0.027681427753618745
2026-04-24,10,near_high,0.04632657967657938
2026-04-24,10,vs_sma50,0.05282341817974259
2026-04-24,10,vs_sma20,0.09899701561611005
2026-04-24,10,rule5,0.02480025939403614
2026-04-24,10,rule5_mom20,0.04440422177069679
2026-04-24,20,mom20,0.0201889481279908
2026-04-24,20,vol_ratio,0.06590807758932968
2026-04-24,20,squeeze,-0.002578303682469646
2026-04-24,20,composite,0.017973298117835195
2026-04-24,20,mom5,0.06489344810918972
2026-04-24,20,mom60_skip5,0.014224894783506541
2026-04-24,20,mom60_riskadj,0.007053455346961834
2026-04-24,20,vol_5_50,0.1076117154184815
2026-04-24,20,squeeze_own,-0.044043862510018204
2026-04-24,20,near_high,0.08726587972004175
2026-04-24,20,vs_sma50,0.07428051109904571
2026-04-24,20,vs_sma20,0.09475330075736155
2026-04-24,20,rule5,0.08850344174068
2026-04-24,20,rule5_mom20,0.07977468972457342
2026-05-01,5,mom20,0.10316895005383364
2026-05-01,5,vol_ratio,0.01852931732001053
2026-05-01,5,squeeze,-0.036052539286218294
2026-05-01,5,composite,0.041013082563305325
2026-05-01,5,mom5,-0.015042383586551213
2026-05-01,5,mom60_skip5,0.01092576161164057
2026-05-01,5,mom60_riskadj,0.01018496882859944
2026-05-01,5,vol_5_50,0.05759424217001173
2026-05-01,5,squeeze_own,0.0003539330294706837
2026-05-01,5,near_high,0.025402933030621043
2026-05-01,5,vs_sma50,0.02370948107985337
2026-05-01,5,vs_sma20,0.03002087891971464
2026-05-01,5,rule5,-0.0004169009716532566
2026-05-01,5,rule5_mom20,0.022702593223714644
2026-05-01,10,mom20,0.09381037709191821
2026-05-01,10,vol_ratio,0.010369953343528148
2026-05-01,10,squeeze,-0.02613771227575443
2026-05-01,10,composite,0.024453063156613813
2026-05-01,10,mom5,0.03720282055608932
2026-05-01,10,mom60_skip5,0.12620326817604172
2026-05-01,10,mom60_riskadj,0.1300379103731598
2026-05-01,10,vol_5_50,0.08179161910125203
2026-05-01,10,squeeze_own,-0.06496890593830731
2026-05-01,10,near_high,0.12129263978407426
2026-05-01,10,vs_sma50,0.08122971963874728
2026-05-01,10,vs_sma20,0.09150342285525369
2026-05-01,10,rule5,0.06424327282880629
2026-05-01,10,rule5_mom20,0.07815557572762635
2026-05-01,20,mom20,0.14565039028345994
2026-05-01,20,vol_ratio,0.07660944805358419
2026-05-01,20,squeeze,-0.09069478932579257
2026-05-01,20,composite,0.09914523843459465
2026-05-01,20,mom5,0.023962595998454097
2026-05-01,20,mom60_skip5,0.01585298611920907
2026-05-01,20,mom60_riskadj,0.011506685547318636
