date,horizon,top50_minus_median,top50_mean_vs_mean,top50_median_vs_median,survivor_skew_gap
2026-07-24,20,0.028490618467765294,0.017639189195234467,-0.02626845295305913,0.010851429272530827
2026-07-31,5,-0.014583873831906714,-0.029083974520228616,-0.04373083167463632,0.014500100688321901
2026-07-31,10,-0.027783303884476737,-0.04108674276534714,-0.03701964352540499,0.013303438880870405
2026-07-31,20,-8.292005574537381e-05,-0.018808281179905385,-0.015022662123772679,0.01872536112416001
2026-08-07,5,-0.00711069561511472,-0.00789009290114194,-0.0012844721480579357,0.0007793972860272203
2026-08-07,10,-0.003533954549459324,-0.00497020908227846,0.000668858223775215,0.0014362545328191361
2026-08-07,20,0.0013971560685237042,-0.013887406062629826,0.004510151123763573,0.01528456213115353
2026-08-14,5,-0.006935950322684429,-0.009203244722715186,0.0039211429559875,0.0022672944000307563
2026-08-14,10,-0.018222876058750656,-0.02406662479448924,-0.00992962286365362,0.005843748735738584
2026-08-14,20,-0.014811609807189388,-0.01891159362755916,-0.003598107315025023,0.004099983820369774
2026-08-21,5,0.01819799362055152,0.01775574799674901,0.01318963776313975,0.00044224562380250874
2026-08-21,10,0.02500514021796476,0.026646127972118662,0.017231976357911072,-0.0016409877541539008
2026-08-28,5,-0.005171662152927763,-0.0055076668780322715,-0.0021493195742846027,0.0003360047251045083
2026-08-28,10,-0.006976340652373833,-0.006030692385544059,-0.001533452621448217,-0.0009456482668297739
2026-09-04,5,0.00010955144483822121,-0.0021193729286133264,0.0015108368472467326,0.0022289243734515476
