date,horizon,signal,top_n,mean_vs_mean,median_vs_median
2026-07-17,5,near_high,15,-0.002437461816444199,-0.013485851318209785
2026-07-17,5,near_high,50,0.00487753047485201,0.005049391510228762
2026-07-17,5,low_vol,15,0.011491315785388354,0.004019744358402799
2026-07-17,5,low_vol,50,0.014905354974627631,0.007954693795019618
2026-07-17,10,composite,15,0.011794914203115289,0.008504103685826825
2026-07-17,10,composite,50,-0.0008881890085327554,0.0006408387969791818
2026-07-17,10,rule5,15,0.006514904451976181,-0.0028216442631515126
2026-07-17,10,rule5,50,0.0054695639701755686,-0.005193996272939094
2026-07-17,10,rule5_mom20,15,-0.0022388789382531,-0.0028216442631515126
2026-07-17,10,rule5_mom20,50,-0.008887275988379482,-0.012393920191567376
2026-07-17,10,near_high,15,-0.005448616241047095,0.004103321857109876
2026-07-17,10,near_high,50,-0.0060138873218368236,-0.003523929904611811
2026-07-17,10,low_vol,15,0.0006745683935732716,0.003901576670687301
2026-07-17,10,low_vol,50,0.007832169472825595,0.0005399662037678943
2026-07-17,20,composite,15,-0.021854364183962673,-0.02328380545330766
2026-07-17,20,composite,50,-0.004187821691039428,-0.018491987501478735
2026-07-17,20,rule5,15,0.014891117306835955,-0.041697721769559326
2026-07-17,20,rule5,50,-0.0340689849702483,-0.038724851063779375
2026-07-17,20,rule5_mom20,15,-0.07094826550297051,-0.05721156928576854
2026-07-17,20,rule5_mom20,50,-0.04446785919619511,-0.038724851063779375
2026-07-17,20,near_high,15,-0.07204976019835999,-0.07291172885983443
2026-07-17,20,near_high,50,-0.05175952578641699,-0.045698195509425
2026-07-17,20,low_vol,15,-0.06344846940624524,-0.05005188085873369
2026-07-17,20,low_vol,50,-0.046733498051856705,-0.04024336602100975
2026-07-24,5,composite,15,0.028597651397610856,0.024834035811692967
2026-07-24,5,composite,50,0.007490013052583731,0.003541096029356261
2026-07-24,5,rule5,15,0.013388368123218431,0.004617993499216322
2026-07-24,5,rule5,50,-0.006751728013451574,-0.004336176959997662
2026-07-24,5,rule5_mom20,15,0.007874004977001286,0.01650820934608488
2026-07-24,5,rule5_mom20,50,-0.0009441574530063772,-0.0016909573597009286
2026-07-24,5,near_high,15,-0.00435473844318438,-0.013148074404044419
2026-07-24,5,near_high,50,-0.005885315784624194,-0.014431389530108918
2026-07-24,5,low_vol,15,-0.002609344695798036,0.0
2026-07-24,5,low_vol,50,-0.008652832448548012,-0.0070647555079174085
2026-07-24,10,composite,15,0.011471349886601132,0.015373214501269494
2026-07-24,10,composite,50,-0.007711454422401204,-0.01858057019052406
2026-07-24,10,rule5,15,-0.03014825353103169,-0.03376444090891062
2026-07-24,10,rule5,50,-0.04042611216781716,-0.0536971039115024
2026-07-24,10,rule5_mom20,15,0.003982079465713745,-0.012932366535943096
2026-07-24,10,rule5_mom20,50,-0.03816872737564954,-0.052610435322068105
2026-07-24,10,near_high,15,-0.06622969526198555,-0.07092469553451053
2026-07-24,10,near_high,50,-0.06001102487634226,-0.0591316015995349
2026-07-24,10,low_vol,15,-0.06233715123518217,-0.05301397887612591
2026-07-24,10,low_vol,50,-0.05859153805208832,-0.052610435322068105
2026-07-24,20,composite,15,0.08374408631777157,-0.037926848316982564
2026-07-24,20,composite,50,0.017639190980857616,-0.02626845295305913
2026-07-24,20,rule5,15,0.00998963237817048,-0.03812401449766378
2026-07-24,20,rule5,50,-0.020353223769389805,-0.05026941351450298
2026-07-24,20,rule5_mom20,15,0.03097317091310739,-0.03812401449766378
2026-07-24,20,rule5_mom20,50,-0.01988597602179091,-0.05026941351450298
2026-07-24,20,near_high,15,-0.08335044233444813,-0.07528158251604478
2026-07-24,20,near_high,50,-0.041259773149090455,-0.06104123458451283
2026-07-24,20,low_vol,15,-0.06862351521969125,-0.05033812791788317
2026-07-24,20,low_vol,50,-0.06864586819894955,-0.056882643241582986
2026-07-31,5,composite,15,-0.020479406929976643,-0.031234210872636003
2026-07-31,5,composite,50,-0.029083977057227837,-0.04373083167463632
2026-07-31,5,rule5,15,-0.06838465476752399,-0.05306698041805813
2026-07-31,5,rule5,50,-0.05810770047795129,-0.04606455781252783
2026-07-31,5,rule5_mom20,15,-0.06322458762650801,-0.05306698041805813
2026-07-31,5,rule5_mom20,50,-0.057540891944221184,-0.044209231431230345
2026-07-31,5,near_high,15,-0.030630245794147734,-0.042142834415412
2026-07-31,5,near_high,50,-0.04306553175253127,-0.039580737761155005
2026-07-31,5,low_vol,15,-0.04724740018441553,-0.042142834415412
2026-07-31,5,low_vol,50,-0.05210710038740965,-0.04468725305506338
2026-07-31,10,composite,15,-0.028658547148277272,-0.06357581294146275
2026-07-31,10,composite,50,-0.041086743276714445,-0.037019674164146754
2026-07-31,10,rule5,15,-0.08775454182987316,-0.06677135448193416
2026-07-31,10,rule5,50,-0.08235945166039264,-0.05810524357993352
2026-07-31,10,rule5_mom20,15,-0.07914699063820783,-0.06357581294146275
2026-07-31,10,rule5_mom20,50,-0.08122079012636016,-0.045249408971865135
2026-07-31,10,near_high,15,-0.053884032388636885,-0.04289230400311461
2026-07-31,10,near_high,50,-0.06057688815063278,-0.03782199463564273
2026-07-31,10,low_vol,15,-0.04641460485576727,-0.04759893898016787
2026-07-31,10,low_vol,50,-0.062129650544546056,-0.04524562149164124
2026-07-31,20,composite,15,0.005680884283994644,-0.022884226186879353
2026-07-31,20,composite,50,-0.018808281674187202,-0.015022662123772679
2026-07-31,20,rule5,15,-0.06724986115987121,-0.04745284262433791
2026-07-31,20,rule5,50,-0.06745060749296215,-0.04286036995703357
2026-07-31,20,rule5_mom20,15,-0.05491073230680482,-0.04745284262433791
2026-07-31,20,rule5_mom20,50,-0.06478996084170319,-0.045873551802455115
2026-07-31,20,near_high,15,-0.032247077551486744,-0.04745284262433791
2026-07-31,20,near_high,50,-0.043641311418555984,-0.01799557764174675
2026-07-31,20,low_vol,15,-0.03453468267663491,-0.020056550942754603
2026-07-31,20,low_vol,50,-0.054107406106279086,-0.03523116177901575
2026-08-07,5,composite,15,-0.012117828845482695,-0.0023224331052839053
2026-08-07,5,composite,50,-0.007890092413466096,-0.0012844721480579357
2026-08-07,5,rule5,15,-0.001469056425929162,0.006255974806109954
2026-08-07,5,rule5,50,-0.004006044899527655,0.00019241971304806427
2026-08-07,5,rule5_mom20,15,-0.008386800312878959,0.0051470480992024115
2026-08-07,5,rule5_mom20,50,-0.008166460364353662,-0.0012844721480579357
2026-08-07,5,near_high,15,-0.012694059479042178,-0.01727748257147743
2026-08-07,5,near_high,50,-0.01279582466957414,-0.002261351724695715
2026-08-07,5,low_vol,15,-0.0008201520679248299,-0.0010246041295343122
2026-08-07,5,low_vol,50,0.0001857527016006494,-0.0012844721480579357
2026-08-07,10,composite,15,-0.008338571732895303,0.0015544101405707278
2026-08-07,10,composite,50,-0.004970205747417903,0.000668879743963624
2026-08-07,10,rule5,15,0.01325586640598723,0.0029836739478901753
2026-08-07,10,rule5,50,-0.003250436837669303,0.0009638154691307688
2026-08-07,10,rule5_mom20,15,0.004039160698214461,0.002874696813865374
2026-08-07,10,rule5_mom20,50,-0.009079093403943144,-0.0007993532664670178
2026-08-07,10,near_high,15,0.014612842915647196,0.0015544101405707278
2026-08-07,10,near_high,50,-0.003045167531159127,-0.002810726644136674
2026-08-07,10,low_vol,15,-0.0048716547516187555,-0.0007606773980345927
2026-08-07,10,low_vol,50,-0.0001386967395292087,0.0014065806674343206
2026-08-07,20,composite,15,-0.0058061177314613546,0.018712796969372003
2026-08-07,20,composite,50,-0.013887402563207025,0.004510151123763573
2026-08-07,20,rule5,15,0.019137685689022108,0.024017844551543432
2026-08-07,20,rule5,50,-0.007195626778770198,0.007627026021076233
2026-08-07,20,rule5_mom20,15,0.003101556365845159,0.02274693088304558
2026-08-07,20,rule5_mom20,50,-0.01361405347626352,0.007329039373687396
2026-08-07,20,near_high,15,-0.006317394204829045,0.006227506589131071
2026-08-07,20,near_high,50,-0.004427731346123029,0.007402510167318521
2026-08-07,20,low_vol,15,0.003554782950871715,0.001957408909781466
2026-08-07,20,low_vol,50,-0.002790739222965659,0.009637755095785516
2026-08-14,5,composite,15,-0.028328329867467774,-0.00836826027400539
2026-08-14,5,composite,50,-0.009203247568907051,0.0039211429559875
2026-08-14,5,rule5,15,-0.0020683933656709024,-0.0026783658347948602
2026-08-14,5,rule5,50,-0.00037484239908697897,0.0039211429559875
2026-08-14,5,rule5_mom20,15,-0.008197677466576923,0.0033229999417537792
2026-08-14,5,rule5_mom20,50,0.0005174805133182506,0.0058772268632865665
2026-08-14,5,near_high,15,0.010256121065839749,-0.0012822198271518204
2026-08-14,5,near_high,50,0.0028192426720494595,0.0071007892683717655
2026-08-14,5,low_vol,15,-0.017684951854026434,-0.02023312786117193
2026-08-14,5,low_vol,50,-0.013199746510237496,-0.015997810573808724
2026-08-14,10,composite,15,-0.04847909701293103,-0.036193248089570695
2026-08-14,10,composite,50,-0.024066623691947855,-0.00992962286365362
2026-08-14,10,rule5,15,-0.0041879681828691576,0.004185571522549725
2026-08-14,10,rule5,50,-0.0014579514188056593,0.0027213510146977815
2026-08-14,10,rule5_mom20,15,-0.012364025917632193,0.0003273524328686328
2026-08-14,10,rule5_mom20,50,0.0006021800604760416,0.005719963220922164
2026-08-14,10,near_high,15,0.017277095343860172,0.0038144135020553582
2026-08-14,10,near_high,50,0.006750596933626091,0.01180008398513055
2026-08-14,10,low_vol,15,-0.01513060819338364,-0.014084211690313375
2026-08-14,10,low_vol,50,-0.007636070575898088,-0.003125255572224428
2026-08-14,20,composite,15,-0.0827419349555811,-0.03150850103810321
2026-08-14,20,composite,50,-0.01900798061658345,-0.003598107315025023
2026-08-14,20,rule5,15,0.02520631931935871,0.02318689048664424
2026-08-14,20,rule5,50,0.03296905552780212,0.02566123372474849
2026-08-14,20,rule5_mom20,15,0.03952631894047702,0.035516283520150016
2026-08-14,20,rule5_mom20,50,0.020979945982900455,0.02609580865826494
2026-08-14,20,near_high,15,0.06548538551078749,0.036149949621619215
2026-08-14,20,near_high,50,0.0398941284285197,0.03260735410037169
2026-08-14,20,low_vol,15,0.01629516102367809,0.02023508862189538
2026-08-14,20,low_vol,50,0.016955694137204706,0.015788004364869435
2026-08-21,5,composite,15,0.016080053645132753,0.016840815867638304
2026-08-21,5,composite,50,0.01775574768680442,0.01318963776313975
2026-08-21,5,rule5,15,0.003920499746203888,0.013336841719384207
2026-08-21,5,rule5,50,0.004714472608347991,0.005604665888379656
2026-08-21,5,rule5_mom20,15,0.005712856449170608,0.014547925564019293
2026-08-21,5,rule5_mom20,50,0.017222256665614725,0.011458141275973888
2026-08-21,5,near_high,15,0.0086824961288237,0.003446771354743583
2026-08-21,5,near_high,50,0.015288396470620007,0.012168886253639932
2026-08-21,5,low_vol,15,0.005512610666721615,0.007548713206991242
2026-08-21,5,low_vol,50,0.0065253018702367245,0.005992891724642457
2026-08-21,10,composite,15,0.05766775667136503,0.0353541822676845
2026-08-21,10,composite,50,0.026646128061132417,0.017231976357911072
2026-08-21,10,rule5,15,0.012262726459712455,0.015440156692119289
2026-08-21,10,rule5,50,0.01680350176427981,0.0158730178272376
2026-08-21,10,rule5_mom20,15,0.023050296520577336,0.02690090404863643
2026-08-21,10,rule5_mom20,50,0.016531963946440614,0.017786362379935694
2026-08-21,10,near_high,15,-0.01143355485037689,-0.009109582006075923
2026-08-21,10,near_high,50,0.008517697209153335,0.010043304266321607
2026-08-21,10,low_vol,15,0.0077653417978117865,0.004621244546518244
2026-08-21,10,low_vol,50,0.01475844950300614,0.011250127801487542
2026-08-28,5,composite,15,0.002597386274671094,-0.006014358033695877
2026-08-28,5,composite,50,-0.005507670337779824,-0.0021493195742846027
2026-08-28,5,rule5,15,0.007957423521263062,0.002086834136887039
2026-08-28,5,rule5,50,-0.0035680121276264144,-0.0017658943602190114
2026-08-28,5,rule5_mom20,15,-0.0074904069787882195,0.002086834136887039
2026-08-28,5,rule5_mom20,50,-0.00757708234841694,-0.005725398224894984
2026-08-28,5,near_high,15,-0.03273135003791663,-0.02197620729522387
2026-08-28,5,near_high,50,-0.015002134258829675,-0.010413243357834223
2026-08-28,5,low_vol,15,0.0059895181866801385,0.006452047442582987
2026-08-28,5,low_vol,50,0.006988142506094795,0.0065188901648753905
2026-08-28,10,composite,15,0.0018343773181774686,0.0008521780713201532
2026-08-28,10,composite,50,-0.0060513024912549965,-0.001533452621448217
2026-08-28,10,rule5,15,0.013347724216084097,0.021870158732884504
2026-08-28,10,rule5,50,0.0066074056791770724,0.010433127110202334
2026-08-28,10,rule5_mom20,15,0.0028666894496715556,0.018485920787307875
2026-08-28,10,rule5_mom20,50,-0.006617538679812449,0.0012406551318795422
2026-08-28,10,near_high,15,-0.0066297674826656106,-0.003919083314216587
2026-08-28,10,near_high,50,-0.005739462996400886,-0.003919083314216587
2026-08-28,10,low_vol,15,0.020041252890399073,0.034983052866397746
2026-08-28,10,low_vol,50,0.02275943872933473,0.03319524532982271
2026-09-04,5,composite,15,0.013606587641115473,0.011731101033001179
2026-09-04,5,composite,50,-0.002072915604499362,0.0015108332987882056
2026-09-04,5,rule5,15,0.02143077709642799,0.02457789201814925
2026-09-04,5,rule5,50,0.017694277325047202,0.021450106385257572
2026-09-04,5,rule5_mom20,15,0.023672363574555978,0.02457789201814925
2026-09-04,5,rule5_mom20,50,0.019461188407991083,0.022405658197278577
2026-09-04,5,near_high,15,-0.016613667452207423,-0.02447204701512512
2026-09-04,5,near_high,50,-0.0011140938437423156,0.0038562615665145294
2026-09-04,5,low_vol,15,0.010364079323700866,0.02066418177709367
2026-09-04,5,low_vol,50,0.01745120628270863,0.023579826454893094
