date,horizon,signal,ic_magnitude
2026-06-18,5,vs_sma50,0.06127371183885059
2026-06-18,5,vs_sma20,0.18720323990688442
2026-06-18,5,rule5,0.2811531204079181
2026-06-18,5,rule5_mom20,0.27427439905740414
2026-06-18,10,mom20,0.033620956704356414
2026-06-18,10,vol_ratio,0.1891407934006669
2026-06-18,10,squeeze,0.17714313009182886
2026-06-18,10,composite,0.17798520813223415
2026-06-18,10,mom5,-0.027298301096449047
2026-06-18,10,mom60_skip5,-0.10439768791959035
2026-06-18,10,mom60_riskadj,-0.08095350596992489
2026-06-18,10,vol_5_50,0.11645323960262804
2026-06-18,10,squeeze_own,0.0544152788125761
2026-06-18,10,low_vol,0.20306961526781217
2026-06-18,10,near_high,0.11299955634584236
2026-06-18,10,vs_sma50,-0.028205800979244005
2026-06-18,10,vs_sma20,0.10167089313054815
2026-06-18,10,rule5,0.18571887421938396
2026-06-18,10,rule5_mom20,0.17477522768433293
2026-06-18,20,mom20,0.04822486748765125
2026-06-18,20,vol_ratio,0.24712826452866443
2026-06-18,20,squeeze,0.32704116993711324
2026-06-18,20,composite,0.2722207511390368
2026-06-18,20,mom5,-0.09541337039190655
2026-06-18,20,mom60_skip5,-0.09413343110719699
2026-06-18,20,mom60_riskadj,-0.06770049898235345
2026-06-18,20,vol_5_50,0.13552205679219037
2026-06-18,20,squeeze_own,0.11377707245543472
2026-06-18,20,low_vol,0.35922996273310825
2026-06-18,20,near_high,0.18635211807438148
2026-06-18,20,vs_sma50,-0.011737077159661907
2026-06-18,20,vs_sma20,0.09764459386638304
2026-06-18,20,rule5,0.2973566792607084
2026-06-18,20,rule5_mom20,0.2729166825053144
2026-06-26,5,mom20,-0.028352786575262932
2026-06-26,5,vol_ratio,0.08380973072500073
2026-06-26,5,squeeze,0.012360207647466415
2026-06-26,5,composite,0.019549194787349813
2026-06-26,5,mom5,0.13254974861084912
2026-06-26,5,mom60_skip5,-0.15879793547242788
2026-06-26,5,mom60_riskadj,-0.1413444497048702
2026-06-26,5,vol_5_50,0.04087450390164647
2026-06-26,5,squeeze_own,-0.03539002452002896
2026-06-26,5,low_vol,0.03281093931658763
2026-06-26,5,near_high,0.009892927030230184
2026-06-26,5,vs_sma50,-0.054790833093600805
2026-06-26,5,vs_sma20,0.06278134726564477
2026-06-26,5,rule5,0.02153263929386266
2026-06-26,5,rule5_mom20,0.0130416304339208
2026-06-26,10,mom20,0.0825145751184983
2026-06-26,10,vol_ratio,0.16013700874355943
2026-06-26,10,squeeze,0.19986637850808497
2026-06-26,10,composite,0.18214983263449794
2026-06-26,10,mom5,0.28148005538579307
2026-06-26,10,mom60_skip5,-0.18786476831632828
2026-06-26,10,mom60_riskadj,-0.1701796845883393
2026-06-26,10,vol_5_50,0.11652253298888078
2026-06-26,10,squeeze_own,0.006591615280310177
2026-06-26,10,low_vol,0.23210796336499714
2026-06-26,10,near_high,0.15021815699505284
2026-06-26,10,vs_sma50,0.03888782925366442
2026-06-26,10,vs_sma20,0.15193027966124525
2026-06-26,10,rule5,0.19760980840478415
2026-06-26,10,rule5_mom20,0.1892407011175795
2026-06-26,20,mom20,0.17030748421137396
2026-06-26,20,vol_ratio,0.215733042798113
2026-06-26,20,squeeze,0.2987023591620739
2026-06-26,20,composite,0.28868591601489557
2026-06-26,20,mom5,0.3323941493964305
2026-06-26,20,mom60_skip5,-0.2126128007441484
2026-06-26,20,mom60_riskadj,-0.1745839149979797
2026-06-26,20,vol_5_50,0.184178234315891
2026-06-26,20,squeeze_own,0.012167711445456676
2026-06-26,20,low_vol,0.34881303618388265
2026-06-26,20,near_high,0.25828446657223314
2026-06-26,20,vs_sma50,0.07848909221605652
2026-06-26,20,vs_sma20,0.23155638279564597
2026-06-26,20,rule5,0.30414874001933934
2026-06-26,20,rule5_mom20,0.29976021978016126
2026-07-02,5,mom20,0.031241909727117895
2026-07-02,5,vol_ratio,0.013363396352784147
2026-07-02,5,squeeze,0.0816739429733181
